"LP.","Data","Typ instrumentu","Nazwa","ISIN","Kurs otwarcia","Kurs maksymalny","Kurs minimalny","Kurs zamkniecia","Zmiana","Wolumen obrotu","Liczba transakcji","Wartosc obrotu w tys. zl","Liczba otwartych pozycji","Wartosc otwartych pozycji w mln zl","Cena nominalna obligacji","Waluta"
1391,"2013-06-11",10,"ASSECOBS","PLABS0000018",11,"11,5","10,82","11,5","-0,43",504,4,"5,76",0,0,0,"PLN"
1392,"2013-06-12",10,"ASSECOBS","PLABS0000018","11,17","11,8","11,17","11,35","-1,3",4484,9,"52,38",0,0,0,"PLN"
1393,"2013-06-13",10,"ASSECOBS","PLABS0000018","11,75","11,75","11,37","11,37","0,18",156,2,"1,77",0,0,0,"PLN"
1394,"2013-06-14",10,"ASSECOBS","PLABS0000018","11,22","11,65","11,18","11,65","2,46",1379,8,"15,43",0,0,0,"PLN"
1395,"2013-06-17",10,"ASSECOBS","PLABS0000018","11,65","11,7","11,21","11,69","0,34",85969,12,"993,37",0,0,0,"PLN"
1396,"2013-06-18",10,"ASSECOBS","PLABS0000018","11,69","11,69","11,35","11,35","-2,91",121,3,"1,37",0,0,0,"PLN"
1397,"2013-06-19",10,"ASSECOBS","PLABS0000018","11,68","11,69","11,2","11,69",3,3211,11,"37,35",0,0,0,"PLN"
1398,"2013-06-20",10,"ASSECOBS","PLABS0000018","11,31","11,8","11,31","11,8","0,94",16268,15,"189,69",0,0,0,"PLN"
1399,"2013-06-21",10,"ASSECOBS","PLABS0000018","11,8","11,8","11,6","11,6","-1,69",86,2,"1,01",0,0,0,"PLN"
1400,"2013-06-24",10,"ASSECOBS","PLABS0000018","11,37","11,37","11,37","11,37","-1,98",110,1,"1,25",0,0,0,"PLN"
1401,"2013-06-25",10,"ASSECOBS","PLABS0000018","11,37","11,89","11,37","11,5","1,14",2554,8,"29,08",0,0,0,"PLN"
1402,"2013-06-26",10,"ASSECOBS","PLABS0000018","11,15","11,8","11,15","11,43","-0,61",620559,14,"6968,94",0,0,0,"PLN"
1403,"2013-06-27",10,"ASSECOBS","PLABS0000018","11,17","11,47","11,17","11,47","0,35",285466,7,"3191,49",0,0,0,"PLN"
1404,"2013-06-28",10,"ASSECOBS","PLABS0000018","11,45","11,45","11,15","11,44","-0,26",139,4,"1,57",0,0,0,"PLN"
1405,"2013-07-01",10,"ASSECOBS","PLABS0000018","11,43","11,43","11,42","11,43","-0,09",352,3,"4,02",0,0,0,"PLN"
1406,"2013-07-02",10,"ASSECOBS","PLABS0000018","11,2","11,2",11,11,"-3,76",493,4,"5,43",0,0,0,"PLN"
1407,"2013-07-03",10,"ASSECOBS","PLABS0000018","11,39","11,39","10,98","11,14","1,27",355,6,"3,93",0,0,0,"PLN"
1408,"2013-07-04",10,"ASSECOBS","PLABS0000018","11,14","11,3","11,14","11,3","1,44",201140,11,"2240,86",0,0,0,"PLN"
1409,"2013-07-05",10,"ASSECOBS","PLABS0000018","11,37","11,37","11,37","11,37","0,62",2,1,"0,02",0,0,0,"PLN"
1410,"2013-07-08",10,"ASSECOBS","PLABS0000018","11,37","11,37","11,35","11,35","-0,18",1502,5,"17,05",0,0,0,"PLN"
1411,"2013-07-09",10,"ASSECOBS","PLABS0000018","11,35","11,35",11,"11,14","-1,85",195518,8,2178,0,0,0,"PLN"
1412,"2013-07-10",10,"ASSECOBS","PLABS0000018","11,15","11,15","10,61","10,63","-4,58",4701,19,"51,62",0,0,0,"PLN"
1413,"2013-07-11",10,"ASSECOBS","PLABS0000018","10,64","10,9","10,64","10,82","1,79",1569,9,"16,72",0,0,0,"PLN"
1414,"2013-07-12",10,"ASSECOBS","PLABS0000018","10,8","10,8","10,8","10,8","-0,18",2,1,"0,02",0,0,0,"PLN"
1415,"2013-07-15",10,"ASSECOBS","PLABS0000018","10,6","10,98","10,25","10,98","1,67",863,13,"9,01",0,0,0,"PLN"
1416,"2013-07-16",10,"ASSECOBS","PLABS0000018","10,84","11,04","10,84","11,04","0,55",422,7,"4,58",0,0,0,"PLN"
1417,"2013-07-17",10,"ASSECOBS","PLABS0000018","11,03","11,29","10,79","11,1","0,54",401958,9,"4437,63",0,0,0,"PLN"
1418,"2013-07-18",10,"ASSECOBS","PLABS0000018","10,46","11,1","10,46","11,1",0,1065,4,"11,81",0,0,0,"PLN"
1419,"2013-07-19",10,"ASSECOBS","PLABS0000018","11,28","11,28",11,11,"-0,9",102,2,"1,12",0,0,0,"PLN"
1420,"2013-07-22",10,"ASSECOBS","PLABS0000018","10,79","11,18","10,79","11,18","1,64",121,3,"1,31",0,0,0,"PLN"
1421,"2013-07-23",10,"ASSECOBS","PLABS0000018","11,1","11,1","10,78","11,1","-0,72",401,3,"4,41",0,0,0,"PLN"
1422,"2013-07-24",10,"ASSECOBS","PLABS0000018","10,68","10,71","10,68","10,71","-3,51",15,2,"0,16",0,0,0,"PLN"
1423,"2013-07-25",10,"ASSECOBS","PLABS0000018","10,96","11,18","10,96","11,18","4,39",1711,6,"18,95",0,0,0,"PLN"
1424,"2013-07-26",10,"ASSECOBS","PLABS0000018","10,51","11,18","10,51","11,18",0,182,4,"2,03",0,0,0,"PLN"
1425,"2013-07-29",10,"ASSECOBS","PLABS0000018","11,1","11,1","11,1","11,1","-0,72",68,2,"0,75",0,0,0,"PLN"
1426,"2013-07-30",10,"ASSECOBS","PLABS0000018","11,17","11,17","11,1","11,15","0,45",135583,14,"1505,88",0,0,0,"PLN"
1427,"2013-07-31",10,"ASSECOBS","PLABS0000018","11,15","11,15","10,8","10,8","-3,14",22,2,"0,24",0,0,0,"PLN"
1428,"2013-08-01",10,"ASSECOBS","PLABS0000018","11,15","11,15","11,15","11,15","3,24",1,1,"0,01",0,0,0,"PLN"
1429,"2013-08-02",10,"ASSECOBS","PLABS0000018","10,98","11,15","10,62","11,15",0,293,4,"3,22",0,0,0,"PLN"
1430,"2013-08-05",10,"ASSECOBS","PLABS0000018",11,11,11,11,"-1,35",28,2,"0,31",0,0,0,"PLN"
1431,"2013-08-06",10,"ASSECOBS","PLABS0000018","10,86","11,15","10,86","11,15","1,36",1252,6,"13,75",0,0,0,"PLN"
1432,"2013-08-07",10,"ASSECOBS","PLABS0000018","11,15","11,15","10,92","10,92","-2,06",205,3,"2,26",0,0,0,"PLN"
1433,"2013-08-08",10,"ASSECOBS","PLABS0000018","11,1","11,15",11,11,"0,73",81718,3,"907,06",0,0,0,"PLN"
1434,"2013-08-09",10,"ASSECOBS","PLABS0000018","11,15","11,15",11,11,0,1519,7,"16,77",0,0,0,"PLN"
1435,"2013-08-12",10,"ASSECOBS","PLABS0000018","10,9","11,14","10,9","11,14","1,27",19,2,"0,21",0,0,0,"PLN"
1436,"2013-08-13",10,"ASSECOBS","PLABS0000018",11,"11,14",11,"11,14",0,12,2,"0,13",0,0,0,"PLN"
1437,"2013-08-14",10,"ASSECOBS","PLABS0000018","11,1","11,48","11,1","11,2","0,54",216677,14,"2406,08",0,0,0,"PLN"
1438,"2013-08-16",10,"ASSECOBS","PLABS0000018","11,3","11,3","11,3","11,3","0,89",600000,8,6780,0,0,0,"PLN"
1439,"2013-08-19",10,"ASSECOBS","PLABS0000018","11,04","11,45","11,04","11,45","1,33",3962,14,"45,23",0,0,0,"PLN"
1440,"2013-08-20",10,"ASSECOBS","PLABS0000018","11,21","11,44","11,21","11,44","-0,09",3,2,"0,03",0,0,0,"PLN"
1441,"2013-08-21",10,"ASSECOBS","PLABS0000018","11,4","11,65","11,34","11,41","-0,26",29526,14,"337,12",0,0,0,"PLN"
1442,"2013-08-22",10,"ASSECOBS","PLABS0000018","11,65","11,65","11,3","11,45","0,35",4963,11,"56,64",0,0,0,"PLN"
1443,"2013-08-23",10,"ASSECOBS","PLABS0000018","11,5","11,5","11,5","11,5","0,44",2,1,"0,02",0,0,0,"PLN"
1444,"2013-08-26",10,"ASSECOBS","PLABS0000018","11,54","11,6","11,31","11,6","0,87",8302,12,"95,62",0,0,0,"PLN"
1445,"2013-08-27",10,"ASSECOBS","PLABS0000018","11,65","11,79","11,41","11,79","1,64",5925,12,"68,68",0,0,0,"PLN"
1446,"2013-08-28",10,"ASSECOBS","PLABS0000018","11,45","11,8","11,45","11,79",0,1618,7,"18,99",0,0,0,"PLN"
1447,"2013-08-29",10,"ASSECOBS","PLABS0000018","11,79","11,99","11,79","11,99","1,7",6352,26,"75,35",0,0,0,"PLN"
1448,"2013-08-30",10,"ASSECOBS","PLABS0000018","11,99","11,99","11,97","11,98","-0,08",4184,22,"50,12",0,0,0,"PLN"
1449,"2013-09-02",10,"ASSECOBS","PLABS0000018","11,98","12,3","11,97","12,3","2,67",10670,21,"128,05",0,0,0,"PLN"
1450,"2013-09-03",10,"ASSECOBS","PLABS0000018","12,32","12,32","12,28","12,3",0,2340,11,"28,78",0,0,0,"PLN"
1451,"2013-09-04",10,"ASSECOBS","PLABS0000018","11,81","12,32","11,81","12,32","0,16",3306,8,"40,48",0,0,0,"PLN"
1452,"2013-09-05",10,"ASSECOBS","PLABS0000018","12,06","12,09","11,3","12,09","-1,87",15079,35,"174,75",0,0,0,"PLN"
1453,"2013-09-06",10,"ASSECOBS","PLABS0000018","12,05","12,05","11,8","12,04","-0,41",833,5,"10,02",0,0,0,"PLN"
1454,"2013-09-09",10,"ASSECOBS","PLABS0000018","12,04","12,3","11,53","12,3","2,16",4015,15,"48,55",0,0,0,"PLN"
1455,"2013-09-10",10,"ASSECOBS","PLABS0000018","11,92","12,34","11,91","12,28","-0,16",4175,10,"51,17",0,0,0,"PLN"
1456,"2013-09-11",10,"ASSECOBS","PLABS0000018","12,39","12,39","12,2","12,32","0,33",13702,9,"168,71",0,0,0,"PLN"
1457,"2013-09-12",10,"ASSECOBS","PLABS0000018","12,01","12,33","12,01","12,33","0,08",504,3,"6,21",0,0,0,"PLN"
1458,"2013-09-13",10,"ASSECOBS","PLABS0000018","12,34","12,34","12,09","12,3","-0,24",1059,6,"13,01",0,0,0,"PLN"
1459,"2013-09-16",10,"ASSECOBS","PLABS0000018","12,05","12,26","12,02","12,26","-0,33",1012,5,"12,4",0,0,0,"PLN"
1460,"2013-09-17",10,"ASSECOBS","PLABS0000018","12,24","12,24","11,9","12,01","-2,04",3601,14,"43,24",0,0,0,"PLN"
1461,"2013-09-18",10,"ASSECOBS","PLABS0000018","11,9","12,19","11,75","12,19","1,5",670,8,"7,99",0,0,0,"PLN"
1462,"2013-09-19",10,"ASSECOBS","PLABS0000018","12,28","12,28","12,11","12,11","-0,66",26,2,"0,32",0,0,0,"PLN"
1463,"2013-09-20",10,"ASSECOBS","PLABS0000018","12,11","12,11",12,12,"-0,91",3618,2,"43,42",0,0,0,"PLN"
1464,"2013-09-23",10,"ASSECOBS","PLABS0000018","11,99","12,11","11,67","12,11","0,92",106,3,"1,27",0,0,0,"PLN"
1465,"2013-09-24",10,"ASSECOBS","PLABS0000018",12,"12,1",12,12,"-0,91",2705,5,"32,71",0,0,0,"PLN"
1466,"2013-09-25",10,"ASSECOBS","PLABS0000018","11,7","12,1","11,7","12,1","0,83",2179,8,"25,5",0,0,0,"PLN"
1467,"2013-09-26",10,"ASSECOBS","PLABS0000018","11,7",12,"11,7","11,88","-1,82",1957,5,"23,47",0,0,0,"PLN"
1468,"2013-09-27",10,"ASSECOBS","PLABS0000018","12,1","12,1","11,95","11,95","0,59",6802,9,"81,28",0,0,0,"PLN"
1469,"2013-09-30",10,"ASSECOBS","PLABS0000018","12,1","12,1",12,12,"0,42",309,4,"3,72",0,0,0,"PLN"
1470,"2013-10-01",10,"ASSECOBS","PLABS0000018",12,"12,01",12,12,0,605,7,"7,26",0,0,0,"PLN"
1471,"2013-10-02",10,"ASSECOBS","PLABS0000018","12,09","12,1","12,09","12,1","0,83",175,4,"2,12",0,0,0,"PLN"
1472,"2013-10-03",10,"ASSECOBS","PLABS0000018","12,12","12,12","12,05","12,05","-0,41",1275,5,"15,36",0,0,0,"PLN"
1473,"2013-10-04",10,"ASSECOBS","PLABS0000018","11,7",12,"11,61",12,"-0,41",61,5,"0,72",0,0,0,"PLN"
1474,"2013-10-07",10,"ASSECOBS","PLABS0000018","12,1","12,1","12,1","12,1","0,83",874,3,"10,58",0,0,0,"PLN"
1475,"2013-10-08",10,"ASSECOBS","PLABS0000018","12,1","12,1",12,12,"-0,83",22,2,"0,26",0,0,0,"PLN"
1476,"2013-10-09",10,"ASSECOBS","PLABS0000018","12,1","12,1","12,1","12,1","0,83",3,1,"0,04",0,0,0,"PLN"
1477,"2013-10-10",10,"ASSECOBS","PLABS0000018","12,1","12,35","12,1","12,35","2,07",10049,9,"123,13",0,0,0,"PLN"
1478,"2013-10-11",10,"ASSECOBS","PLABS0000018","12,4","12,4","12,2","12,2","-1,21",502,2,"6,12",0,0,0,"PLN"
1479,"2013-10-14",10,"ASSECOBS","PLABS0000018","12,4","12,4","12,18","12,18","-0,16",1500,3,"18,53",0,0,0,"PLN"
1480,"2013-10-15",10,"ASSECOBS","PLABS0000018","12,4","12,49","12,4","12,49","2,55",8034,8,"100,06",0,0,0,"PLN"
1481,"2013-10-16",10,"ASSECOBS","PLABS0000018","12,49","12,49","12,49","12,49",0,15,1,"0,19",0,0,0,"PLN"
1482,"2013-10-17",10,"ASSECOBS","PLABS0000018","12,48","12,5","12,2","12,5","0,08",2422,12,"30,16",0,0,0,"PLN"
1483,"2013-10-18",10,"ASSECOBS","PLABS0000018","12,5","12,5","12,5","12,5",0,2,1,"0,03",0,0,0,"PLN"
1484,"2013-10-21",10,"ASSECOBS","PLABS0000018","12,5","12,5","12,49","12,49","-0,08",42,3,"0,52",0,0,0,"PLN"
1485,"2013-10-22",10,"ASSECOBS","PLABS0000018","12,49","12,63","12,3","12,63","1,12",11848,12,"148,55",0,0,0,"PLN"
1486,"2013-10-23",10,"ASSECOBS","PLABS0000018","12,65","12,65","12,65","12,65","0,16",490,1,"6,2",0,0,0,"PLN"
1487,"2013-10-24",10,"ASSECOBS","PLABS0000018","12,7","12,99","12,7","12,99","2,69",3000,7,"38,68",0,0,0,"PLN"
1488,"2013-10-25",10,"ASSECOBS","PLABS0000018","12,51",13,"12,51",13,"0,08",6876,10,"88,93",0,0,0,"PLN"
1489,"2013-10-28",10,"ASSECOBS","PLABS0000018","13,09","13,36","13,09","13,36","2,77",14025,11,"184,61",0,0,0,"PLN"
1490,"2013-10-29",10,"ASSECOBS","PLABS0000018","13,02","13,45","13,02","13,45","0,67",310188,10,"4111,91",0,0,0,"PLN"
1491,"2013-10-30",10,"ASSECOBS","PLABS0000018","13,45","13,45","13,25","13,25","-1,49",152340,9,"2018,63",0,0,0,"PLN"
1492,"2013-10-31",10,"ASSECOBS","PLABS0000018","13,2","13,3",13,"13,3","0,38",153867,11,"2038,67",0,0,0,"PLN"
1493,"2013-11-04",10,"ASSECOBS","PLABS0000018","13,3","13,3",13,"13,02","-2,11",2328,9,"30,5",0,0,0,"PLN"
1494,"2013-11-05",10,"ASSECOBS","PLABS0000018","13,1","13,1","13,1","13,1","0,61",5,1,"0,07",0,0,0,"PLN"
1495,"2013-11-06",10,"ASSECOBS","PLABS0000018","13,3","13,3","12,97","13,16","0,46",1828,10,"23,94",0,0,0,"PLN"
1496,"2013-11-07",10,"ASSECOBS","PLABS0000018","13,4","13,41",13,13,"-1,22",2876,9,"37,72",0,0,0,"PLN"
1497,"2013-11-08",10,"ASSECOBS","PLABS0000018",13,"13,19",13,"13,19","1,46",1505,2,"19,85",0,0,0,"PLN"
1498,"2013-11-12",10,"ASSECOBS","PLABS0000018","13,24","13,24","13,14","13,14","-0,38",4,2,"0,05",0,0,0,"PLN"
1499,"2013-11-13",10,"ASSECOBS","PLABS0000018","13,24","13,24","13,14","13,24","0,76",371,3,"4,89",0,0,0,"PLN"
1500,"2013-11-14",10,"ASSECOBS","PLABS0000018","13,22","13,24","12,91","13,2","-0,3",1428,13,"18,73",0,0,0,"PLN"
1501,"2013-11-15",10,"ASSECOBS","PLABS0000018","13,24","13,45","13,24","13,45","1,89",2515,9,"33,78",0,0,0,"PLN"
